id	section_id	section_title	footnote_number	page_hint	snippet	core
cfc-footnotes-05-fn0150	cfc-footnotes-05	鍋谷論文	150		「(150) 谷口勢津夫『租税回避論－税法の解釈適用と租税回避の試み－』2～4 頁（清文社, 2014）。」	packs/cfc-footnotes-05-pack-02.txt
cfc-footnotes-05-fn0151	cfc-footnotes-05	鍋谷論文	151		「(151) 渕圭吾「外国子会社合算税制の意義と機能」フィナンシャル・レビュー94 号 88～89 頁（2009）。」	packs/cfc-footnotes-05-pack-02.txt
cfc-footnotes-05-fn0152	cfc-footnotes-05	鍋谷論文	152		「(152) 浅妻章如「課税ベース浸食の客観的把握への試論―外国子会社配当益金不算入後における課税繰延対策手法（CFC 税制･タックスヘイブン対策税制）の繰延以外の問題への適用の政策論的正当化可能性と限定可能性」ジュリスト 1388 号 98 頁（2009）、浅妻・前掲注(57) 50～57 頁。」	packs/cfc-footnotes-05-pack-02.txt
cfc-footnotes-05-fn0153	cfc-footnotes-05	鍋谷論文	153		「(153) 浅妻章如「タックスヘイブン対策税制（CFC 税制）－判例の解釈と今後の政策論」租税研究 728 号 256 頁（2010）。」	packs/cfc-footnotes-05-pack-02.txt
cfc-footnotes-05-fn0154	cfc-footnotes-05	鍋谷論文	154		「(154) 赤松晃『国際課税の実務と理論―グローバル・エコノミーと租税法―〔第 4 版〕』357 頁（税務研究会出版局, 2015）。」	packs/cfc-footnotes-05-pack-02.txt
cfc-footnotes-05-fn0155	cfc-footnotes-05	鍋谷論文	155		「(155) 措法 66 条の 6 第 3 項 1 号に規定する居住者、内国法人及び連結法人並びに措令39 条の 17 第 7 項各号に掲げる者を指すものとするが、制度全体の見直しに当たっては、その範囲を改正することもあり得よう。」	packs/cfc-footnotes-05-pack-02.txt
cfc-footnotes-05-fn0156	cfc-footnotes-05	鍋谷論文	156		「(156) OECD, supra note 68, para 94.」	packs/cfc-footnotes-05-pack-02.txt
cfc-footnotes-05-fn0157	cfc-footnotes-05	鍋谷論文	157		「(157) OECD, supra note 68, para 94.」	packs/cfc-footnotes-05-pack-02.txt
cfc-footnotes-05-fn0158	cfc-footnotes-05	鍋谷論文	158		「(158) OECD, supra note 68, para 94.」	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0159	cfc-footnotes-05	鍋谷論文	159		「(159) OECD, supra note 68, para 94.」	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0160	cfc-footnotes-05	鍋谷論文	160		「(160) 特定外国子会社等が行う各種の事業をそれぞれ一単位として、適用除外基準の判定及び合算所得の計算をその事業単位で行うという「事業アプローチ」を提唱する意見もある（伴忠彦「外国子会社合算税制における合算方式と適用除外基準の再考」税大論叢 63 号 189 頁以下（2009, http://www.nta.go…	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0161	cfc-footnotes-05	鍋谷論文	161		「(161) 例えば、法法 138 条、所法 141 条、租税条約の各規定。」	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0162	cfc-footnotes-05	鍋谷論文	162		「(162) 小田嶋・前掲注(59) 260 頁。ただし、この意見は、英国の新制度が成立する前に示されたものであることに留意する必要がある。」	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0163	cfc-footnotes-05	鍋谷論文	163		「(163) IRC954 条⒟⑵, 財務省規則 1.954-3⒝.」	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0164	cfc-footnotes-05	鍋谷論文	164		「(164) 財務省規則 1.954-3⒜⑷(i) .」	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0165	cfc-footnotes-05	鍋谷論文	165		「(165) 財務省規則 1.954-3⒜⑷(iv). このような取扱いに基づき、来料加工取引から生じる所得については、「米国 CFC ルールの適用を受けないものと思われる」との見解がある（経済産業省「平成 21 年度 対内直接投資情報発信等事業（タックスヘイブン対策税制等各国税制調査）調査報告書」13 頁, 165…	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0166	cfc-footnotes-05	鍋谷論文	166		「(166) 制度創設時の立案担当者は、「本税制は、執行上の簡便性の観点から、いわゆる汚い所得のみを抽出して課税する米・西独方式はとら」なかったとしている（高橋・前掲注(52) 136 頁）。」	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0167	cfc-footnotes-05	鍋谷論文	167		「(167) 神山准教授は、英国の制度について、「ゲートウェイ審査の導入により、新 CFC 税制は、純粋なインカム・アプローチではないものの、旧 CFC 税制と比較すると、インカム・アプローチの側面を強めたハイブリッドタイプの制度と評価することが可能であろう。」と述べられている（神山・前掲注(114) 276 頁）。」	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0168	cfc-footnotes-05	鍋谷論文	168		「(168) OECD, supra note 68, footnote 62.」	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0169	cfc-footnotes-05	鍋谷論文	169		「(169) 一般社団法人日本経済団体連合会（経団連）「BEPS 行動計画 3(CFC 税制)に係わる公開討議草案に対する意見」（2015 年 4 月 30 日）では、「［BEPS 対策］の政策目的を達成するための手段には entity approach を含め多様なアプローチがあって良いと考えられ」、「とりわけ、e…	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0170	cfc-footnotes-05	鍋谷論文	170		「(170) 平成 27 年度税制改正におけるトリガー税率引下げの理由として、英国が 2015 年度から法人税率を 20%（現行 21%）に引き下げる結果、外国子会社合算税制が適用される可能性があることが挙げられている（財務省・前掲注(50) 693 頁）。また、経団連は「18%以下」にすることを要望している（経団連…	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0171	cfc-footnotes-05	鍋谷論文	171		「(171) 経団連は、ホワイト・リストの導入が望ましいとの見解を示している（経団連・前掲注(169)）。」	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0172	cfc-footnotes-05	鍋谷論文	172		「(172) 中里教授は、「BEPS プロジェクトの中で、私達が心配していて、しかし、現実には、どこまでいくのか何ともわからないのは、タックスヘイブン対策税制に関するプロジェクトではないかと思います。」との見解を示されている（中里実「BEPSプロジェクトはどこまで実現されるか」租税研究 790 号 12 頁（2015…	packs/cfc-footnotes-05-pack-03.txt
cfc-footnotes-05-fn0173	cfc-footnotes-05	鍋谷論文	173		「(173) 英国における恒久的施設（PE）の認定を回避しようとする取決め及び各国の税制の違い（ミスマッチ）を利用し経済実態を欠いた取決めに対処するために、その認定がされた場合及びそのミスマッチがなかった場合に発生したであろう所得に対して、通常の法人税とは別の租税として、25%の税率で課税するもの。2015 年 4 …	packs/cfc-footnotes-05-pack-03.txt
